forma_de_citar,licencia,registros,registros_mexico,doi
Solari S (2021). Colección Teriológica Universidad de Antioquia. Version 1.2. Universidad de Antioquia. Occurrence dataset https://doi.org/10.15472/hkwiav accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,265,0,https://doi.org/10.15472/hkwiav
"Ballesteros B. C. 2016. Distribución potencial de las especies de mamíferos con distribución restringida presentes en México. Unidad Iztapalapa. Universidad Autónoma Metropolitana. Bases de datos SNIB-CONABIO, proyecto JM053. Ciudad de México",CC BY 4.0,264,264,
"Roncancio Duque N J, Elizalde Guerrero A M, Chica Florez L, Suarez Ramirez L, Colorado J F, Tirado A, Guzman L M, Vela O, Meneses S, Ospina O (2021). Mamíferos y guacharacas observados en el monitoreo del Tití gris de 2021 en el departamento de Caldas. Corpocaldas - Corporación Autónoma Regional de Caldas. Occurrence dataset https://doi.org/10.15472/stujxf accessed via GBIF.org on 2022-07-07.",CC0 1.0,264,0,https://doi.org/10.15472/stujxf
"Bolívar- García W, Barona Cortés E, Giraldo López A, Bolívar W (2019). Análisis de Integridad Biológica para el Distrito Regional de Manejo Integrado RUT Nativos.Convenio CVC- Univalle 108 de 2017. Universidad del Valle. Occurrence dataset https://doi.org/10.15472/xipjew accessed via GBIF.org on 2022-07-07.",CC0 1.0,263,0,https://doi.org/10.15472/xipjew
CONABIO. 2023. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC0 1.0,263,237,
"Ecopetrol S.A., Concol by WSP (2021). Biodiversidad asociada al Estudio de Impacto Ambiental para la modificación de la licencia ambiental del campo de producción Rubiales. Ecopetrol S.A.. Occurrence dataset https://doi.org/10.15472/w3d2hc accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,263,0,https://doi.org/10.15472/w3d2hc
"Faller-Menéndez J. C. y M. Calleja. 2012. Censo nacional del jaguar y sus presas (1a etapa). Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Comisión Nacional de Áreas Naturales Protegidas (CONANP). Intituto de Ecología. PRONATURA Península de Yucatán A. C. Bases de datos SNIB-CONABIO (Reserva de la Biosfera, Ría Lagartos, Yucatán), proyecto HE011. México, D. F.",CC BY 4.0,262,262,
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1986, Cruise 0989. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/187) on yyyy-mm-dd. https://doi.org/10.15468/rkcsyn accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,262,261,https://doi.org/10.15468/rkcsyn
"Milanés-Salinas M. A. y J. C. Hernández-Montoya. 2017. Diagnóstico de dos especies de malezas y cuatro especies de vertebrados exóticos invasores presentes en la isla Guadalupe, y propuesta para su manejo. Grupo de Ecología y Conservación de Islas A. C. Bases de datos SNIB-CONABIO, proyecto LI046. Ciudad de México",CC BY 4.0,259,259,
"Cañon S, Trujillo F, Herrera Collazos E (2019). Mamíferos asociados a cuatro ventanas de la Orinoquia Colombiana - SULU I. Fundación Omacha. Occurrence dataset https://doi.org/10.15472/yz24w3 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,256,0,https://doi.org/10.15472/yz24w3
"Gendron-Laniel D. 2000. Migración, movimiento y distribución estacional del cachalote en el Golfo de California. Centro Interdisciplinario de Ciencias Marinas. Instituto Politécnico Nacional. Bases de datos SNIB-CONABIO, proyecto L073. México, D. F.",CC BY 4.0,253,247,
"García-Luis M, Briones-Salas M, Lavariega M C (2022). Bat species richness in the region of the Central Valleys of Oaxaca, Mexico. Version 1.4. Museu de Ciències Naturals de Barcelona. Occurrence dataset https://doi.org/10.15470/qp5ccr accessed via GBIF.org on 2022-07-07.",CC BY 4.0,252,252,https://doi.org/10.15470/qp5ccr
"García Morera Y, Salazar Giraldo E, Yépez Pérez E, Rivera Prieto D (2018). Inventario de Fauna Vertebrada de la Reserva Forestal Protectora Regional de los Cañones de los Ríos Melcocho y Santo Domingo. CORNARE - Corporación Autónoma Regional de las cuencas de los ríos Negro y Nare. Sampling event dataset https://doi.org/10.15472/bstkpv accessed via GBIF.org on 2022-07-07.",CC BY 4.0,251,0,https://doi.org/10.15472/bstkpv
"Rivas Pava M D P, Muñoz Lara D G, Ruiz Camayo M A, Fernández Trujillo L F, Muñoz Castro F A, Pérez Muñoz N (2021). Colección Mastozoológica del Museo de Historia Natural de la Universidad del Cauca. Version 1.3. Universidad del Cauca. Occurrence dataset https://doi.org/10.15472/ciasei accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,251,0,https://doi.org/10.15472/ciasei
"Valdez-Leal J. D., C. J. Pacheco-Figueroa, L. M. Gama-Campillo, E. J. Moguel-Ordoñez, E. E. Mata-Zaya, S. L. Arriaga-Weiss, E. J. Gordillo-Chávez, L. J. Rangel-Ruíz, H. M. Díaz-López, R. García-Morales, J. Sáenz-Méndez y A. Clevenger. 2015. Monitoreo de la Fauna Silvestre con Capacitación y Certificación de Monitores Comunitarios en las Microrregiones Prioritarias para la Conectividad y Conservación de la Biodiversidad Agua Blanca, Cañón del Usumacinta, Sierra de Tabasco, Sierra de Huimanguillo y Costa Baja de Tabasco. Universidad Juárez Autónoma de Tabasco (UJAT). Bases de datos SNIB-CONABIO, proyecto Z056. México, D. F.",CC BY 4.0,251,251,
"Stevenson P, Hernández Rodriguéz D (2021). Densidad de primates diurnos en bosques de montaña en la vereda periquito, medina, en el área protegida y su zona de influencia directa del Parque Chingaza. Version 2.1. Parques Nacionales Naturales de Colombia. Occurrence dataset https://doi.org/10.15472/lyvhx3 accessed via GBIF.org on 2022-07-07.",CC0 1.0,248,0,https://doi.org/10.15472/lyvhx3
"Montoya Bustamante S (2018). Quirópteros Asociados al Bosque Seco de la Vereda El Carbonero, Santander de Quilichao, Cauca. Version 8.0. Universidad del Valle. Occurrence dataset https://doi.org/10.15472/oyjza0 accessed via GBIF.org on 2022-07-07.",CC BY 4.0,247,0,https://doi.org/10.15472/oyjza0
"Bonilla Sánchez A, Toro J (2022). Mamíferos pequeños asociados a las cuencas abastecedoras del embalse La Fe en el departamento de Antioquia. Version 1.3. Corporación Cuenca Verde. Occurrence dataset https://doi.org/10.15472/flbyu7 accessed via GBIF.org on 2022-07-07.",CC0 1.0,244,0,https://doi.org/10.15472/flbyu7
"Velázquez J. A. y F. J. Romero-Malpica. 1998. Análisis de la heterogeneidad ambiental y conectividad de las áreas naturales del sur del Valle de México. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto B144. México, D. F.",CC BY 4.0,244,244,
"Carretero-Pinzón X, Pantoja Peña G, Pantoja G (2021). Registros ad libitum de primates en la Orinoquía en los años 2012 a 2021, asociados a estudios de investigación independiente. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/gkob4c accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,243,0,https://doi.org/10.15472/gkob4c
"Paredes Casas C A, González Maya J F (2022). Registros de mamíferos recopilados por ProCAT en diferentes zonas de Colombia. Version 2.3. Proyecto de Conservación de Aguas y Tierras - ProCAT Colombia. Occurrence dataset https://doi.org/10.15472/1gjoum accessed via GBIF.org on 2022-10-03.",CC0 1.0,243,0,https://doi.org/10.15472/1gjoum
"Arita-Watanabe H.T. 1999. Biología del murciélago mastín enano (Eumops bonariensis nanus) en Yucatán. Instituto de Ecología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto H180. México, D. F.",CC BY 4.0,242,242,
"Bermudez Diaz M, Veloza T, Campo Carey S, Hernández Lugo J A, Aristizabal García H (2021). Biodiversidad asociada al gasoducto regional Zona Bananera. Promigas S.A E.S.P. Occurrence dataset https://doi.org/10.15472/jbnhcy accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,238,0,https://doi.org/10.15472/jbnhcy
"Hortelano-Moncada Y.,  F. A. Cervantes y J. Vargas-Cuenca. 2016. Código de barras de ejemplares de la Colección Nacional de Mamíferos del Instituto de Biología, UNAM. Instituto de Biología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto HB029. México, D. F.",CC BY 4.0,238,223,
"López-Saavedra E. E.,  R. Paredes-Aguilar. 2000. Evaluación del ámbito hogareño y calidad de hábitat del borrego cimarrón (Ovis canadensis mexicana), Berrendo sonorense (Antilocapra americana sonoriensis) y del Puma (Felis concolor) en la reserva de la biósfera El Pinacate y Gran Desierto de Altar. Instituto del Medio Ambiente y Desarrollo Sustentable del Estado de Sonora. Bases de datos SNIB-CONABIO, proyecto L112. México, D. F.",CC BY 4.0,237,237,
"Medellín R. A. y H. V. Bárcenas. 2010. Estimación de la densidad y dieta del lince (Lynx rufus) en seis localidades de México. Instituto de Ecología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyectos ES003 y ES009. México, D. F.",CC BY 4.0,235,235,
"Barrera Zambrano V A (2021). Inventarios de flora y fauna en el piedemonte de los municipios Aguazul, Tauramena y Yopal del departamento de Casanare. Version 1.3. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/s3dico accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,233,0,https://doi.org/10.15472/s3dico
"Sánchez Barrera F A, Ramírez Castellanos D M, Patiño Quiroz M F (2022). Colección Mastozoológica-Museo de Historia Natural Unillanos. Version 1.2. Universidad de los Llanos. Occurrence dataset https://doi.org/10.15472/qzybvj accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,229,0,https://doi.org/10.15472/qzybvj
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/3xyrmb accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,225,52,https://doi.org/10.15468/3xyrmb
"Granobles Cardona J, Granobles Cardona​ ​ (2019). Biodiversidad de Mamíferos de las Reservas Naturales de la Sociedad Civil del Parque Natural Regional Páramo del Duende, Valle del Cauca, Colombia. Fundación Ecológica Fenicia Defensa Natural - FEDENA. Occurrence dataset https://doi.org/10.15472/yagugz accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,225,0,https://doi.org/10.15472/yagugz
"Aguilar-Santamaría M. de los A. 2000. Estudio de la distribución geográfica de Peromyscus ochraventer y análisis de su variabilidad cromosómica. Unidad Iztapalapa. Universidad Autónoma Metropolitana. Bases de datos SNIB-CONABIO, proyecto L306. México, D. F.",CC BY 4.0,222,222,
"Ceballos-González G. J. y R. List. 2011. Inventario de especies de vertebrados para apoyar la creación del Ordenamiento Ecológico y la Reserva de la Biósfera Janos, Chihuahua. Instituto de Ecología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto FQ016. México, D. F.",CC BY 4.0,218,218,
"Cervantes-Reza F. A. 1999. Distribución, abundancia y hábitat de la liebre endémica Lepus flavigularis. Instituto de Biología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto H084. México, D. F.",CC BY 4.0,217,217,
"Bedoya Dorado I, Velez Venegas L A (2021). Monitoreo de la ocupación de la Danta de montaña (Tapirus pinchaque) en el Parque Nacional Natural Puracé para 2016. Version 1.1. Parques Nacionales Naturales de Colombia. Sampling event dataset https://doi.org/10.15472/9ape34 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,214,0,https://doi.org/10.15472/9ape34
"Vela Vargas I M (2021). Caracterización biológica de la ventana de biodiversidad Ciénaga, Municipio de Ciénaga, Magdalena, Colombia. Version 1.3. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/cbcfzr accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,213,0,https://doi.org/10.15472/cbcfzr
"Soto, L. 2015. GVI Mexico Coral Reef Monitoring. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/701) on yyyy-mm-dd. https://doi.org/10.15468/p7mrbv accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,211,211,https://doi.org/10.15468/p7mrbv
"Medrano L. y M. J. Vázquez-Cuevas (coords.). 2019. Apoyo a las colecciones biológicas de la Facultad de Ciencias de la UNAM: Fase 1. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO (colección de mamíferos marinos), proyecto LE002. Ciudad de México",CC BY 4.0,210,199,
"Ganong, J. 2012. TOPP Summary of SSM-derived Telemetry. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/632) on yyyy-mm-dd. https://doi.org/10.15468/7zkca3 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,209,206,https://doi.org/10.15468/7zkca3
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 2006, Cruise 1631. Version 1.9. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/meuunh accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,208,208,https://doi.org/10.15468/meuunh
"Rodriguez J S, Payan E (2018). Estrategia de conservación de grandes felinos en el departamento del Meta. Cormacarena - Corporación para el Desarrollo Sostenible del área de Manejo Especial La Macarena. Occurrence dataset https://doi.org/10.15472/yqh0ds accessed via GBIF.org on 2022-07-07.",CC BY 4.0,208,0,https://doi.org/10.15472/yqh0ds
"Ceballos G. 1997. Diversidad biológica y conservación del ecosistema de los perros de la pradera (Cymomys ludovicianus) en México. Instituto de Ecología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto B043. México, D. F.",CC BY 4.0,207,207,
CONABIO. 2022. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-SA 4.0,205,196,
"Martínez J C (2021). Seguimiento a la Fauna presente en las Actividades de Mantenimiento realizadas entre la Empresa de Acueducto y Alcantarillado de Bogotá ESP y Aguas de Bogotá SA ESP en los Parques Ecológicos Distritales de Humedal, Bogotá D.C.. Version 1.2. Aguas de Bogotá S.A. E.S.P.. Occurrence dataset https://doi.org/10.15472/z4abrv accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,205,0,https://doi.org/10.15472/z4abrv
"Ríos-Franco C, Enríquez T, Cardona C M (2021). Estructura Ecológica de la Subregión Norte de Caldas, Contrato para actividades científicas y tecnológicas No. 222-2018 entre Corpocaldas y WCS. Version 2.1. WCS Colombia. Occurrence dataset https://doi.org/10.15472/jle8tl accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,204,0,https://doi.org/10.15472/jle8tl
Happywhale. 2021. Happywhale - Humpback Whale in North Atlantic Ocean. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1764) on yyyy-mm-dd originated from Happywhale.com. https://doi.org/10.15468/xhfm33 accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,203,0,https://doi.org/10.15468/xhfm33
"Chávez C., M. J. Muñozcano y G. Ceballos. 2012. Censo nacional del jaguar y sus presas (1a etapa). TELCEL y TELMEX. Alianza World Wildlife Fund (WWF). Comisión Nacional de Áreas Naturales Protegidas (CONANP). Instituto de Ecología. Bases de datos SNIB-CONABIO (Reserva de la Biósfera, Calakmul, Campeche), proyecto HE011. México, D. F.",CC BY 4.0,201,201,
"Moore, J. 2021. SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651. Data downloaded from OBIS-SEAMAP (https://seamap.env.duke.edu/dataset/2147) on yyyy-mm-dd. https://doi.org/10.15468/b9xrqu accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,201,201,https://doi.org/10.15468/b9xrqu
"Bolívar- García W, Barona Cortés E, Giraldo López A, Bolívar W (2019). Análisis de Integridad Biológica para el Parque Natural Regional Páramo del Duende. Convenio CVC- Univalle 108 de 2017. Universidad del Valle. Occurrence dataset https://doi.org/10.15472/jeh0ic accessed via GBIF.org on 2022-07-07.",CC0 1.0,199,0,https://doi.org/10.15472/jeh0ic
"Lopez de Viles N, Daza Revelo S Y (2021). Registros de venados utilizados para calcular la ocuparación de área, en el Parque Nacional Natural Galeras en los años 2015 a 2017. Version 1.2. Parques Nacionales Naturales de Colombia. Sampling event dataset https://doi.org/10.15472/guwytk accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,196,0,https://doi.org/10.15472/guwytk
CONABIO. 2021. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC0 1.0,195,194,
"Urrutia N S, Rios E Y (2019). Caracterización de la mastofauna asociada a los bosques secos del Dagua - Valle del Cauca, 2018. Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP. Occurrence dataset https://doi.org/10.15472/d7vrrj accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,193,0,https://doi.org/10.15472/d7vrrj
"Archer E, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR-LITE 2007, Cruise 1634. Version 1.8. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/35x77n accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,191,1,https://doi.org/10.15468/35x77n
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 1998, Cruise 1610. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/y4wmbv accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,191,189,https://doi.org/10.15468/y4wmbv
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1988, Cruise 1164. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/195) on yyyy-mm-dd. https://doi.org/10.15468/xeqvsj accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,187,177,https://doi.org/10.15468/xeqvsj
"Rutherford M G, Auguste R J (2018). UWIZM Mammals. Version 1.4. The University of the West Indies Zoology Museum (UWIZM). Occurrence dataset https://doi.org/10.15468/xk58rw accessed via GBIF.org on 2022-07-07.",CC BY 4.0,187,0,https://doi.org/10.15468/xk58rw
"Dunn, C. 2013. Bahamas Marine Mammal Research Organisation On-transect Sightings. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/328) on yyyy-mm-dd. https://doi.org/10.15468/tbknk3 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,185,0,https://doi.org/10.15468/tbknk3
"Linares Arias J C, Carrillo Fajardo M Y (2018). Vertebrados de los humedales de La Mojana, Colombia. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/e7ezbx accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,184,0,https://doi.org/10.15472/e7ezbx
